Moves,Score,Time,Mean Time Per Move,Did Win,Highest Tile
"{'w': 20, 'a': 4, 's': 37, 'd': 0}",256,0.85,0.02,False,32
"{'w': 62, 'a': 23, 's': 160, 'd': 0}",1704,0.59,0.0,False,128
"{'w': 38, 'a': 11, 's': 106, 'd': 0}",896,0.37,0.0,False,64
"{'w': 31, 'a': 7, 's': 78, 'd': 0}",684,0.28,0.0,False,64
"{'w': 21, 'a': 4, 's': 39, 'd': 0}",260,0.16,0.0,False,32
"{'w': 46, 'a': 11, 's': 116, 'd': 0}",1192,0.39,0.0,False,128
"{'w': 31, 'a': 9, 's': 92, 'd': 0}",776,0.31,0.0,False,64
"{'w': 58, 'a': 19, 's': 164, 'd': 0}",1776,0.53,0.0,False,128
"{'w': 37, 'a': 13, 's': 97, 'd': 0}",796,0.31,0.0,False,64
"{'w': 24, 'a': 6, 's': 71, 'd': 0}",600,0.24,0.0,False,64
"{'w': 38, 'a': 10, 's': 88, 'd': 0}",736,0.3,0.0,False,64
"{'w': 27, 'a': 5, 's': 62, 'd': 0}",448,0.23,0.0,False,32
"{'w': 32, 'a': 8, 's': 90, 'd': 0}",760,0.27,0.0,False,64
"{'w': 24, 'a': 6, 's': 43, 'd': 0}",292,0.15,0.0,False,32
"{'w': 28, 'a': 7, 's': 66, 'd': 0}",520,0.22,0.0,False,64
"{'w': 45, 'a': 14, 's': 118, 'd': 0}",1184,0.38,0.0,False,128
"{'w': 48, 'a': 19, 's': 161, 'd': 0}",1672,0.51,0.0,False,128
"{'w': 14, 'a': 2, 's': 35, 'd': 0}",164,0.12,0.0,False,16
"{'w': 46, 'a': 13, 's': 106, 'd': 0}",1104,0.37,0.0,False,128
"{'w': 56, 'a': 20, 's': 165, 'd': 0}",1660,0.59,0.0,False,128
"{'w': 21, 'a': 5, 's': 56, 'd': 0}",384,0.2,0.0,False,32
"{'w': 42, 'a': 15, 's': 120, 'd': 0}",1192,0.43,0.0,False,128
"{'w': 26, 'a': 5, 's': 43, 'd': 0}",296,0.17,0.0,False,32
"{'w': 30, 'a': 6, 's': 73, 'd': 0}",572,0.26,0.0,False,32
"{'w': 53, 'a': 18, 's': 139, 'd': 0}",1416,0.5,0.0,False,128
"{'w': 33, 'a': 11, 's': 65, 'd': 0}",488,0.28,0.0,False,32
"{'w': 36, 'a': 11, 's': 78, 'd': 0}",768,0.28,0.0,False,64
"{'w': 33, 'a': 8, 's': 78, 'd': 0}",664,0.28,0.0,False,64
"{'w': 28, 'a': 9, 's': 76, 'd': 0}",616,0.27,0.0,False,64
"{'w': 16, 'a': 5, 's': 44, 'd': 0}",212,0.15,0.0,False,16
"{'w': 32, 'a': 12, 's': 77, 'd': 0}",632,0.29,0.0,False,64
"{'w': 45, 'a': 14, 's': 106, 'd': 0}",1128,0.39,0.0,False,128
"{'w': 27, 'a': 8, 's': 71, 'd': 0}",640,0.24,0.0,False,64
"{'w': 39, 'a': 10, 's': 86, 'd': 0}",680,0.31,0.0,False,32
"{'w': 31, 'a': 6, 's': 44, 'd': 0}",384,0.2,0.0,False,32
"{'w': 48, 'a': 15, 's': 152, 'd': 0}",1600,0.5,0.0,False,128
"{'w': 30, 'a': 9, 's': 101, 'd': 0}",848,0.37,0.0,False,64
"{'w': 51, 'a': 16, 's': 151, 'd': 0}",1576,0.48,0.0,False,128
"{'w': 35, 'a': 11, 's': 109, 'd': 0}",1120,0.39,0.0,False,128
"{'w': 45, 'a': 18, 's': 102, 'd': 0}",936,0.4,0.0,False,64
"{'w': 46, 'a': 13, 's': 103, 'd': 0}",956,0.4,0.0,False,64
"{'w': 19, 'a': 3, 's': 46, 'd': 0}",316,0.15,0.0,False,32
"{'w': 70, 'a': 25, 's': 165, 'd': 0}",1728,0.6,0.0,False,128
"{'w': 29, 'a': 7, 's': 60, 'd': 0}",480,0.25,0.0,False,64
"{'w': 20, 'a': 4, 's': 42, 'd': 0}",264,0.15,0.0,False,32
"{'w': 25, 'a': 8, 's': 61, 'd': 0}",464,0.22,0.0,False,32
"{'w': 12, 'a': 3, 's': 28, 'd': 0}",112,0.1,0.0,False,16
"{'w': 29, 'a': 8, 's': 68, 'd': 0}",624,0.27,0.0,False,64
"{'w': 32, 'a': 9, 's': 75, 'd': 0}",632,0.28,0.0,False,64
"{'w': 59, 'a': 21, 's': 138, 'd': 0}",1348,0.48,0.0,False,128
"{'w': 37, 'a': 11, 's': 71, 'd': 0}",616,0.29,0.0,False,64
"{'w': 48, 'a': 14, 's': 134, 'd': 0}",1440,0.47,0.0,False,128
"{'w': 27, 'a': 4, 's': 44, 'd': 0}",360,0.19,0.0,False,32
"{'w': 38, 'a': 13, 's': 99, 'd': 0}",912,0.35,0.0,False,64
"{'w': 29, 'a': 7, 's': 70, 'd': 0}",588,0.27,0.0,False,64
"{'w': 32, 'a': 8, 's': 95, 'd': 0}",964,0.32,0.0,False,128
"{'w': 45, 'a': 15, 's': 106, 'd': 0}",980,0.38,0.0,False,64
"{'w': 22, 'a': 6, 's': 42, 'd': 0}",300,0.19,0.0,False,32
"{'w': 32, 'a': 11, 's': 78, 'd': 0}",688,0.29,0.0,False,64
"{'w': 45, 'a': 18, 's': 129, 'd': 0}",1364,0.44,0.0,False,128
"{'w': 25, 'a': 8, 's': 63, 'd': 0}",524,0.22,0.0,False,64
"{'w': 23, 'a': 4, 's': 58, 'd': 0}",420,0.19,0.0,False,32
"{'w': 27, 'a': 6, 's': 66, 'd': 0}",512,0.21,0.0,False,32
"{'w': 17, 'a': 2, 's': 38, 'd': 0}",272,0.12,0.0,False,32
"{'w': 55, 'a': 21, 's': 159, 'd': 0}",1628,0.48,0.0,False,128
"{'w': 25, 'a': 7, 's': 52, 'd': 0}",356,0.18,0.0,False,32
"{'w': 48, 'a': 16, 's': 109, 'd': 0}",1012,0.35,0.0,False,64
"{'w': 28, 'a': 5, 's': 40, 'd': 0}",308,0.14,0.0,False,32
"{'w': 31, 'a': 8, 's': 74, 'd': 0}",668,0.22,0.0,False,64
"{'w': 24, 'a': 7, 's': 52, 'd': 0}",420,0.18,0.0,False,32
"{'w': 29, 'a': 8, 's': 62, 'd': 0}",472,0.21,0.0,False,32
"{'w': 33, 'a': 10, 's': 83, 'd': 0}",696,0.26,0.0,False,64
"{'w': 32, 'a': 8, 's': 84, 'd': 0}",720,0.29,0.0,False,64
"{'w': 20, 'a': 8, 's': 70, 'd': 0}",548,0.2,0.0,False,64
"{'w': 29, 'a': 7, 's': 62, 'd': 0}",448,0.21,0.0,False,32
"{'w': 22, 'a': 4, 's': 37, 'd': 0}",256,0.13,0.0,False,32
"{'w': 36, 'a': 11, 's': 81, 'd': 0}",716,0.27,0.0,False,64
"{'w': 52, 'a': 19, 's': 133, 'd': 0}",1368,0.42,0.0,False,128
"{'w': 29, 'a': 9, 's': 73, 'd': 0}",592,0.24,0.0,False,64
"{'w': 29, 'a': 8, 's': 54, 'd': 0}",400,0.18,0.0,False,32
"{'w': 20, 'a': 4, 's': 40, 'd': 0}",248,0.13,0.0,False,32
"{'w': 23, 'a': 3, 's': 61, 'd': 0}",544,0.18,0.0,False,64
"{'w': 46, 'a': 15, 's': 103, 'd': 0}",1024,0.34,0.0,False,64
"{'w': 30, 'a': 7, 's': 63, 'd': 0}",564,0.22,0.0,False,64
"{'w': 18, 'a': 3, 's': 33, 'd': 0}",180,0.11,0.0,False,16
"{'w': 33, 'a': 11, 's': 72, 'd': 0}",560,0.23,0.0,False,32
"{'w': 24, 'a': 6, 's': 57, 'd': 0}",416,0.18,0.0,False,32
"{'w': 35, 'a': 8, 's': 83, 'd': 0}",744,0.27,0.0,False,64
"{'w': 32, 'a': 6, 's': 64, 'd': 0}",524,0.21,0.0,False,64
"{'w': 28, 'a': 9, 's': 63, 'd': 0}",472,0.2,0.0,False,32
"{'w': 39, 'a': 11, 's': 85, 'd': 0}",728,0.28,0.0,False,64
"{'w': 29, 'a': 7, 's': 59, 'd': 0}",476,0.21,0.0,False,64
"{'w': 28, 'a': 9, 's': 71, 'd': 0}",552,0.23,0.0,False,64
"{'w': 56, 'a': 20, 's': 135, 'd': 0}",1424,0.43,0.0,False,128
"{'w': 25, 'a': 6, 's': 64, 'd': 0}",500,0.21,0.0,False,32
"{'w': 31, 'a': 9, 's': 59, 'd': 0}",484,0.21,0.0,False,32
"{'w': 18, 'a': 3, 's': 53, 'd': 0}",380,0.15,0.0,False,32
"{'w': 49, 'a': 18, 's': 146, 'd': 0}",1568,0.44,0.0,False,128
"{'w': 24, 'a': 6, 's': 57, 'd': 0}",468,0.19,0.0,False,64
"{'w': 23, 'a': 4, 's': 69, 'd': 0}",584,0.21,0.0,False,64
