Moves,Score,Time,Mean Time Per Move,Did Win,Highest Tile
"{'w': 53, 'a': 28, 's': 30, 'd': 28}",1176,1.81,0.01,False,128
"{'w': 33, 'a': 22, 's': 19, 'd': 15}",576,0.14,0.0,False,64
"{'w': 55, 'a': 31, 's': 33, 'd': 24}",1200,0.25,0.0,False,128
"{'w': 48, 'a': 39, 's': 28, 'd': 25}",1192,0.24,0.0,False,128
"{'w': 15, 'a': 27, 's': 25, 'd': 34}",792,0.19,0.0,False,64
