Moves,Score,Time,Mean Time Per Move,Did Win,Highest Tile
"{'w': 22, 'a': 14, 's': 28, 'd': 35}",688,0.17,0.0,False,64
"{'w': 13, 'a': 9, 's': 19, 'd': 13}",280,0.09,0.0,False,32
"{'w': 23, 'a': 19, 's': 39, 'd': 48}",1120,0.22,0.0,False,128
"{'w': 19, 'a': 21, 's': 20, 'd': 26}",604,0.15,0.0,False,64
"{'w': 22, 'a': 17, 's': 29, 'd': 32}",736,0.18,0.0,False,64
"{'w': 14, 'a': 7, 's': 14, 'd': 21}",252,0.11,0.0,False,16
"{'w': 12, 'a': 28, 's': 31, 'd': 51}",964,0.25,0.0,False,64
"{'w': 28, 'a': 24, 's': 30, 'd': 52}",1208,0.23,0.0,False,128
"{'w': 17, 'a': 19, 's': 24, 'd': 44}",748,0.17,0.0,False,64
"{'w': 20, 'a': 26, 's': 28, 'd': 44}",1056,0.2,0.0,False,128
"{'w': 19, 'a': 23, 's': 26, 'd': 34}",748,0.2,0.0,False,64
"{'w': 22, 'a': 22, 's': 30, 'd': 46}",1028,0.23,0.0,False,128
"{'w': 14, 'a': 11, 's': 18, 'd': 14}",336,0.1,0.0,False,32
"{'w': 34, 'a': 17, 's': 32, 'd': 31}",1032,0.19,0.0,False,128
"{'w': 33, 'a': 25, 's': 35, 'd': 32}",1140,0.21,0.0,False,128
"{'w': 15, 'a': 20, 's': 24, 'd': 40}",664,0.18,0.0,False,64
"{'w': 16, 'a': 9, 's': 18, 'd': 15}",316,0.11,0.0,False,32
"{'w': 12, 'a': 7, 's': 14, 'd': 23}",324,0.1,0.0,False,32
"{'w': 24, 'a': 11, 's': 29, 'd': 29}",664,0.15,0.0,False,64
"{'w': 20, 'a': 28, 's': 34, 'd': 33}",1004,0.19,0.0,False,128
"{'w': 23, 'a': 20, 's': 29, 'd': 36}",860,0.18,0.0,False,64
"{'w': 22, 'a': 28, 's': 38, 'd': 60}",1320,0.27,0.0,False,128
"{'w': 7, 'a': 14, 's': 8, 'd': 19}",224,0.1,0.0,False,32
"{'w': 19, 'a': 14, 's': 25, 'd': 40}",720,0.18,0.0,False,64
"{'w': 20, 'a': 16, 's': 38, 'd': 43}",1040,0.2,0.0,False,128
"{'w': 16, 'a': 18, 's': 15, 'd': 34}",536,0.14,0.0,False,64
"{'w': 21, 'a': 11, 's': 29, 'd': 28}",620,0.18,0.0,False,64
"{'w': 13, 'a': 14, 's': 10, 'd': 32}",372,0.14,0.0,False,32
"{'w': 27, 'a': 27, 's': 51, 'd': 60}",1480,0.31,0.0,False,128
"{'w': 10, 'a': 8, 's': 15, 'd': 17}",240,0.09,0.0,False,32
"{'w': 17, 'a': 36, 's': 35, 'd': 76}",1460,0.27,0.0,False,128
"{'w': 19, 'a': 14, 's': 31, 'd': 28}",664,0.16,0.0,False,64
"{'w': 30, 'a': 34, 's': 54, 'd': 69}",1732,0.38,0.0,False,128
"{'w': 25, 'a': 39, 's': 37, 'd': 83}",2076,0.32,0.0,False,256
"{'w': 26, 'a': 12, 's': 42, 'd': 27}",772,0.18,0.0,False,64
"{'w': 17, 'a': 7, 's': 29, 'd': 16}",424,0.12,0.0,False,32
"{'w': 18, 'a': 22, 's': 43, 'd': 48}",952,0.24,0.0,False,64
"{'w': 29, 'a': 17, 's': 34, 'd': 40}",932,0.25,0.0,False,64
"{'w': 31, 'a': 22, 's': 36, 'd': 51}",1300,0.24,0.0,False,128
"{'w': 16, 'a': 16, 's': 20, 'd': 40}",620,0.15,0.0,False,64
"{'w': 10, 'a': 8, 's': 21, 'd': 14}",272,0.09,0.0,False,32
"{'w': 22, 'a': 24, 's': 33, 'd': 53}",1124,0.23,0.0,False,128
"{'w': 24, 'a': 12, 's': 34, 'd': 29}",736,0.18,0.0,False,64
"{'w': 27, 'a': 21, 's': 38, 'd': 40}",1112,0.22,0.0,False,128
"{'w': 19, 'a': 20, 's': 30, 'd': 34}",740,0.18,0.0,False,64
"{'w': 7, 'a': 12, 's': 24, 'd': 23}",336,0.11,0.0,False,32
"{'w': 34, 'a': 26, 's': 34, 'd': 49}",1216,0.24,0.0,False,128
"{'w': 19, 'a': 21, 's': 29, 'd': 41}",976,0.2,0.0,False,128
"{'w': 23, 'a': 31, 's': 42, 'd': 54}",1356,0.26,0.0,False,128
"{'w': 18, 'a': 16, 's': 27, 'd': 27}",644,0.15,0.0,False,64
"{'w': 18, 'a': 31, 's': 30, 'd': 41}",1068,0.21,0.0,False,128
"{'w': 23, 'a': 23, 's': 36, 'd': 36}",1032,0.2,0.0,False,128
"{'w': 23, 'a': 23, 's': 26, 'd': 38}",764,0.2,0.0,False,64
"{'w': 29, 'a': 29, 's': 40, 'd': 61}",1436,0.26,0.0,False,128
"{'w': 14, 'a': 11, 's': 26, 'd': 25}",512,0.13,0.0,False,64
"{'w': 10, 'a': 15, 's': 16, 'd': 23}",356,0.11,0.0,False,32
"{'w': 18, 'a': 19, 's': 21, 'd': 31}",652,0.16,0.0,False,64
"{'w': 23, 'a': 32, 's': 62, 'd': 57}",1580,0.31,0.0,False,128
"{'w': 23, 'a': 23, 's': 26, 'd': 45}",1016,0.2,0.0,False,128
"{'w': 21, 'a': 29, 's': 31, 'd': 52}",1236,0.25,0.0,False,128
"{'w': 20, 'a': 15, 's': 34, 'd': 38}",760,0.18,0.0,False,64
"{'w': 25, 'a': 25, 's': 48, 'd': 49}",1352,0.26,0.0,False,128
"{'w': 20, 'a': 11, 's': 22, 'd': 18}",476,0.15,0.0,False,64
"{'w': 16, 'a': 19, 's': 23, 'd': 34}",660,0.16,0.0,False,64
"{'w': 25, 'a': 17, 's': 36, 'd': 40}",992,0.2,0.0,False,128
"{'w': 21, 'a': 17, 's': 28, 'd': 31}",744,0.17,0.0,False,64
"{'w': 32, 'a': 24, 's': 44, 'd': 51}",1360,0.26,0.0,False,128
