Moves,Score,Time,Mean Time Per Move,Did Win,Highest Tile
"{'w': 14, 'a': 13, 's': 17, 'd': 20}",356,0.18,0.0,False,32
"{'w': 39, 'a': 33, 's': 56, 'd': 94}",2372,0.64,0.0,False,256
"{'w': 13, 'a': 13, 's': 19, 'd': 38}",604,0.23,0.0,False,64
"{'w': 18, 'a': 28, 's': 31, 'd': 50}",952,0.37,0.0,False,64
"{'w': 25, 'a': 26, 's': 37, 'd': 61}",1392,0.43,0.0,False,128
"{'w': 21, 'a': 12, 's': 24, 'd': 33}",604,0.27,0.0,False,64
"{'w': 17, 'a': 23, 's': 22, 'd': 56}",884,0.32,0.0,False,64
"{'w': 20, 'a': 13, 's': 22, 'd': 27}",552,0.23,0.0,False,64
"{'w': 29, 'a': 22, 's': 40, 'd': 48}",1184,0.36,0.0,False,128
"{'w': 22, 'a': 17, 's': 24, 'd': 31}",640,0.27,0.0,False,64
"{'w': 26, 'a': 23, 's': 28, 'd': 30}",980,0.28,0.0,False,128
"{'w': 34, 'a': 25, 's': 41, 'd': 45}",1384,0.44,0.0,False,128
"{'w': 14, 'a': 8, 's': 23, 'd': 22}",348,0.19,0.0,False,32
"{'w': 15, 'a': 15, 's': 41, 'd': 33}",668,0.27,0.0,False,64
"{'w': 17, 'a': 13, 's': 26, 'd': 30}",576,0.26,0.0,False,64
"{'w': 31, 'a': 29, 's': 36, 'd': 63}",1460,0.44,0.0,False,128
"{'w': 17, 'a': 20, 's': 19, 'd': 29}",612,0.21,0.0,False,64
"{'w': 15, 'a': 6, 's': 25, 'd': 14}",324,0.17,0.0,False,32
"{'w': 31, 'a': 23, 's': 36, 'd': 46}",1176,0.4,0.0,False,128
"{'w': 24, 'a': 36, 's': 40, 'd': 61}",1508,0.45,0.0,False,128
"{'w': 13, 'a': 17, 's': 23, 'd': 36}",596,0.23,0.0,False,64
"{'w': 28, 'a': 24, 's': 36, 'd': 41}",1260,0.34,0.0,False,128
"{'w': 11, 'a': 17, 's': 13, 'd': 29}",420,0.19,0.0,False,32
"{'w': 17, 'a': 22, 's': 28, 'd': 42}",752,0.28,0.0,False,64
"{'w': 27, 'a': 28, 's': 49, 'd': 87}",1832,0.51,0.0,False,128
"{'w': 25, 'a': 21, 's': 26, 'd': 52}",1060,0.32,0.0,False,128
"{'w': 21, 'a': 14, 's': 22, 'd': 25}",524,0.21,0.0,False,32
"{'w': 19, 'a': 14, 's': 38, 'd': 42}",800,0.29,0.0,False,64
"{'w': 19, 'a': 20, 's': 21, 'd': 42}",736,0.28,0.0,False,64
"{'w': 23, 'a': 26, 's': 42, 'd': 48}",1304,0.34,0.0,False,128
"{'w': 14, 'a': 26, 's': 23, 'd': 41}",740,0.28,0.0,False,64
"{'w': 23, 'a': 25, 's': 25, 'd': 48}",1080,0.33,0.0,False,128
"{'w': 16, 'a': 29, 's': 32, 'd': 64}",1296,0.36,0.0,False,128
"{'w': 26, 'a': 23, 's': 37, 'd': 56}",1276,0.43,0.0,False,128
"{'w': 16, 'a': 22, 's': 17, 'd': 42}",684,0.28,0.0,False,64
"{'w': 22, 'a': 25, 's': 39, 'd': 55}",1212,0.34,0.0,False,128
"{'w': 17, 'a': 7, 's': 18, 'd': 13}",276,0.14,0.0,False,32
"{'w': 16, 'a': 20, 's': 26, 'd': 34}",700,0.26,0.0,False,64
"{'w': 12, 'a': 8, 's': 12, 'd': 12}",212,0.14,0.0,False,32
"{'w': 12, 'a': 7, 's': 15, 'd': 14}",236,0.14,0.0,False,32
"{'w': 9, 'a': 9, 's': 10, 'd': 14}",164,0.11,0.0,False,16
"{'w': 13, 'a': 12, 's': 26, 'd': 26}",388,0.19,0.0,False,32
"{'w': 21, 'a': 10, 's': 28, 'd': 23}",552,0.2,0.0,False,64
"{'w': 31, 'a': 42, 's': 41, 'd': 73}",1868,0.5,0.0,False,128
"{'w': 30, 'a': 37, 's': 40, 'd': 84}",2196,0.49,0.0,False,256
"{'w': 14, 'a': 14, 's': 25, 'd': 44}",644,0.27,0.0,False,64
"{'w': 16, 'a': 14, 's': 26, 'd': 23}",536,0.21,0.0,False,64
"{'w': 19, 'a': 14, 's': 22, 'd': 29}",568,0.22,0.0,False,64
"{'w': 14, 'a': 6, 's': 19, 'd': 10}",252,0.13,0.0,False,32
"{'w': 19, 'a': 19, 's': 24, 'd': 41}",760,0.27,0.0,False,64
"{'w': 16, 'a': 17, 's': 17, 'd': 31}",536,0.22,0.0,False,64
"{'w': 23, 'a': 25, 's': 29, 'd': 48}",1104,0.31,0.0,False,128
"{'w': 14, 'a': 15, 's': 16, 'd': 29}",496,0.18,0.0,False,64
"{'w': 26, 'a': 29, 's': 41, 'd': 65}",1432,0.41,0.0,False,128
"{'w': 24, 'a': 21, 's': 41, 'd': 64}",1204,0.42,0.0,False,128
"{'w': 21, 'a': 19, 's': 35, 'd': 33}",800,0.27,0.0,False,64
"{'w': 12, 'a': 14, 's': 26, 'd': 22}",448,0.18,0.0,False,32
"{'w': 14, 'a': 21, 's': 30, 'd': 32}",672,0.24,0.0,False,64
"{'w': 28, 'a': 24, 's': 51, 'd': 66}",1464,0.42,0.0,False,128
"{'w': 24, 'a': 21, 's': 31, 'd': 48}",944,0.32,0.0,False,64
"{'w': 9, 'a': 17, 's': 26, 'd': 31}",564,0.21,0.0,False,64
"{'w': 13, 'a': 9, 's': 16, 'd': 14}",268,0.13,0.0,False,32
"{'w': 17, 'a': 19, 's': 26, 'd': 40}",728,0.25,0.0,False,64
"{'w': 32, 'a': 20, 's': 36, 'd': 45}",1232,0.32,0.0,False,128
"{'w': 22, 'a': 21, 's': 32, 'd': 41}",852,0.31,0.0,False,64
"{'w': 24, 'a': 18, 's': 30, 'd': 38}",780,0.28,0.0,False,64
"{'w': 11, 'a': 14, 's': 17, 'd': 21}",360,0.18,0.0,False,32
"{'w': 25, 'a': 21, 's': 34, 'd': 41}",1096,0.3,0.0,False,128
